id,meal_name,photo,description,time,low_calorie,vegetarian,pescatarian,vegan,halal,spicy,easy_prep,easy_cleanup
156,Benzalkonium Chloride,http://dummyimage.com/122x100.png/cc0000/ffffff,"Remove Synth Sub from Epididymis/Sperm Cord, Perc Endo",30,true,false,false,true,false,true,false,false
157,ZINC OXIDE,http://dummyimage.com/220x100.png/5fa2dd/ffffff,Fluoroscopy of Pelvic Arteries using High Osmolar Contrast,30,false,false,false,true,false,false,false,false
158,ketorolac tromethamine,http://dummyimage.com/236x100.png/5fa2dd/ffffff,"Extirpation of Matter from Spleen, Percutaneous Approach",7,true,false,true,true,false,false,true,true
159,Smelt,http://dummyimage.com/181x100.png/5fa2dd/ffffff,Change Bandage on Right Upper Extremity,12,true,false,true,true,true,false,false,true
160,Gabapentin,http://dummyimage.com/240x100.png/dddddd/000000,"Repair Left Metacarpal, Percutaneous Endoscopic Approach",28,false,false,true,true,false,false,true,false
161,"OCTINOXATE, OCTISALATE, TITANIUM DIOXIDE, and ZINC OXIDE",http://dummyimage.com/155x100.png/cc0000/ffffff,"Dilation of Lingula Bronchus, Percutaneous Approach",14,true,true,true,true,false,true,false,true
162,ziprasidone hydrochloride,http://dummyimage.com/131x100.png/5fa2dd/ffffff,Exercise Trmt Musculosk Low Back/LE w Physical Agent,10,false,false,false,true,false,true,false,true
163,Benzocaine,http://dummyimage.com/154x100.png/cc0000/ffffff,"Dilation of L Thyroid Art with 3 Intralum Dev, Open Approach",24,true,false,true,false,false,true,false,true
164,Droperidol,http://dummyimage.com/212x100.png/dddddd/000000,"Repair Right Lesser Saphenous Vein, Percutaneous Approach",14,false,true,true,false,false,false,true,false
165,Glycerin,http://dummyimage.com/125x100.png/5fa2dd/ffffff,"Reposition L Up Femur with Hybrid Ext Fix, Open Approach",5,true,false,true,true,false,true,true,false
166,Methylergonovine Maleate,http://dummyimage.com/245x100.png/ff4444/ffffff,"Bypass Duodenum to Trans Colon w Nonaut Sub, Open",29,true,false,false,true,true,true,true,false
167,propolis,http://dummyimage.com/161x100.png/ff4444/ffffff,"Restrict of Abd Aorta with Intralum Dev, Temp, Perc Approach",12,true,false,true,true,true,true,false,false
168,Bumetanide,http://dummyimage.com/176x100.png/dddddd/000000,"Drainage of Right Large Intestine, Open Approach",12,true,false,false,false,false,false,false,false
169,robinia pseudoacacia pollen,http://dummyimage.com/227x100.png/cc0000/ffffff,"Bypass Innominate Artery to Bi Up Leg Art, Open Approach",22,true,true,true,true,false,true,false,false
170,POTASSIUM CHLORATE,http://dummyimage.com/230x100.png/ff4444/ffffff,"Resection of Left Foot Tendon, Perc Endo Approach",16,true,false,true,true,true,true,true,false
171,Etodolac,http://dummyimage.com/205x100.png/cc0000/ffffff,"Removal of Nonaut Sub from Face, Perc Endo Approach",13,true,false,false,false,false,false,false,true
172,"AVOBENZONE, OCTISALATE, OCTOCRYLENE",http://dummyimage.com/229x100.png/dddddd/000000,"Dilate R Verteb Art, Bifurc, w 2 Intralum Dev, Open",23,true,false,true,false,false,false,true,false
173,cefuroxime axetil,http://dummyimage.com/165x100.png/ff4444/ffffff,"Bypass R Atrium to L Pulm Art with Autol Vn, Open Approach",13,false,false,true,true,true,true,true,false
174,clindamycin hydrochloride,http://dummyimage.com/175x100.png/ff4444/ffffff,"Fluoroscopy Sup Mesent Art w Oth Contrast, Laser Intraop",1,false,false,false,false,false,false,false,true
175,"AVOBENZONE, HOMOSALATE, OCTISALATE, OCTOCRYLENE, OXYBENZONE",http://dummyimage.com/220x100.png/dddddd/000000,"Drainage of Right Shoulder Muscle, Open Approach, Diagnostic",10,true,true,false,true,false,false,true,true
176,Levetiracetam,http://dummyimage.com/185x100.png/5fa2dd/ffffff,"Removal of Nonaut Sub from L Carpal, Open Approach",21,false,true,false,true,false,false,false,true
177,"Avobenzone, Homosalate, Octisalate, Octocrylene, and Oxybenzone",http://dummyimage.com/112x100.png/ff4444/ffffff,"Revision of Radioactive Element in Vagina & Cul-de-sac, Endo",6,true,true,false,false,false,false,true,true
178,Prednisolone Sodium Phosphate,http://dummyimage.com/131x100.png/5fa2dd/ffffff,"Drainage of Left Main Bronchus, Perc Endo Approach",29,false,false,true,true,true,false,false,true
179,ALCOHOL,http://dummyimage.com/159x100.png/ff4444/ffffff,"Insertion of Pressure Sens into L Pulm Vein, Open Approach",18,false,true,true,true,false,true,true,true
180,ropinirole,http://dummyimage.com/186x100.png/cc0000/ffffff,"Removal of Ext Fix from L Knee Jt, Perc Endo Approach",27,false,true,true,false,false,true,false,false
181,Erythromycin,http://dummyimage.com/144x100.png/cc0000/ffffff,LDR Brachytherapy of Cervix using Iridium 192,23,true,true,true,false,true,true,false,true
182,meclizine hydrochloride,http://dummyimage.com/159x100.png/5fa2dd/ffffff,"Replace Perineum Skin w Nonaut Sub, Part Thick, Extern",21,true,true,true,true,false,true,false,false
183,Treatment Set TS338384,http://dummyimage.com/201x100.png/cc0000/ffffff,"Replacement of Upper Gingiva with Autol Sub, Open Approach",18,true,true,false,true,true,true,true,false
184,Galantamine,http://dummyimage.com/212x100.png/5fa2dd/ffffff,"Drainage of Right Nipple with Drainage Device, Perc Approach",22,true,false,true,true,true,false,false,true
185,Aspirin,http://dummyimage.com/133x100.png/5fa2dd/ffffff,"Extirpation of Matter from Pancreatic Duct, Open Approach",2,false,false,true,true,true,true,true,true
186,passalora fulva,http://dummyimage.com/114x100.png/cc0000/ffffff,"Replacement of Left Eye with Synth Sub, Open Approach",24,true,true,false,false,true,true,false,true
187,"rSomatotropin, rIGF-I, rIGF-II, RNA, DNA,Glandula Suprarenalis Suis, Hepar Suis, Pituitarium Posterium, Thymus, Thyroidinum, Placenta Totalis Suis, Orchitinum, Abrotanum, Anacard Or, Arsenicum Alb, Baryta Carb, Baryta Mur, Calc Carb, Calc Phos, Ferrum Met, Fucus, Hekla, Hellebor Nig, Ignatia, Lycopodium, Nicotinamidium, Secale, Silicea, Cobaltum Met, Lithium Carb, Mag Phos, Mang Acet, Kali Phos, Selenium Met, Zinc Met.",http://dummyimage.com/247x100.png/ff4444/ffffff,"Release Perineum Subcu/Fascia, Extern Approach",26,false,false,true,true,true,false,true,true
188,Bismuth Subsalicylate,http://dummyimage.com/164x100.png/dddddd/000000,"Dilation of Uterus with Intralum Dev, Perc Endo Approach",6,false,false,true,false,true,true,true,false
189,TITANIUM DIOXIDE,http://dummyimage.com/154x100.png/ff4444/ffffff,"Fusion of Right Metatarsal-Tarsal Joint, Perc Approach",2,true,true,false,false,true,true,true,false
190,GLYCERIN,http://dummyimage.com/217x100.png/cc0000/ffffff,"Supplement Atrial Septum with Autol Sub, Perc Approach",10,false,true,true,false,true,true,false,true
191,Methenamine Mandelate,http://dummyimage.com/106x100.png/ff4444/ffffff,"Removal of Intralum Dev from Cisterna Chyli, Perc Approach",23,false,true,false,false,false,false,true,true
192,GOLDENSEAL,http://dummyimage.com/158x100.png/ff4444/ffffff,"Drainage of Large Intestine, Via Opening, Diagn",24,true,false,false,false,true,false,false,false
193,Morphine Sulfate,http://dummyimage.com/168x100.png/5fa2dd/ffffff,"Occlusion of Stomach, Pylrs with Extralum Dev, Perc Approach",3,false,true,true,false,false,false,false,false
194,"AVOBENZONE, HOMOSALATE, OCTOCRYLENE, OXYBENZONE",http://dummyimage.com/163x100.png/5fa2dd/ffffff,CT Scan of Bi Hand & Wrist using L Osm Contrast,7,true,false,true,true,true,true,false,true
195,"Aqua sulis, Argentum metallicum, Aurum metallicum, Cuprum metallicum, Lapis albus, Manganum metallicum Vanadium Metallicum Viscum album, Zincum metallicum,",http://dummyimage.com/157x100.png/ff4444/ffffff,"Revision of Synth Sub in L Glenoid Cav, Extern Approach",13,true,true,true,true,true,false,false,false
196,Pioglitazone Hydrochloride,http://dummyimage.com/205x100.png/dddddd/000000,"Resection of Atrial Septum, Percutaneous Endoscopic Approach",20,true,false,false,true,true,true,true,true
197,Sulfur 30 Special Order,http://dummyimage.com/150x100.png/5fa2dd/ffffff,"Fragmentation in Cranial Cavity, External Approach",22,false,true,false,false,true,true,false,false
198,Nefazodone Hydrochloride,http://dummyimage.com/198x100.png/dddddd/000000,"Supplement Left Radius with Nonaut Sub, Perc Endo Approach",23,true,false,true,false,false,true,false,false
199,"AVOBENZONE, HOMOSALATE, OCTISALATE, OCTOCRYLENE, OXYBENZONE",http://dummyimage.com/223x100.png/dddddd/000000,"Revision of Synth Sub in Chest Wall, Extern Approach",11,true,false,false,false,true,true,false,false
200,"Avobenzone, Homosalate, Octisalate and Octocrylene",http://dummyimage.com/105x100.png/ff4444/ffffff,"Dilation of Lower Artery with 4 Drug-elut, Open Approach",22,false,false,false,true,false,true,false,true
201,Herring,http://dummyimage.com/113x100.png/dddddd/000000,"Excision of Anus, Open Approach",23,true,true,true,false,false,false,true,false
202,Bahia Grass,http://dummyimage.com/122x100.png/dddddd/000000,"Supplement Cerv Disc with Nonaut Sub, Perc Endo Approach",30,true,true,false,true,false,false,false,false
203,Isoniazid,http://dummyimage.com/189x100.png/5fa2dd/ffffff,"Replacement of R Low Femur with Autol Sub, Perc Approach",1,true,false,true,true,false,true,false,false
204,Triclosan,http://dummyimage.com/238x100.png/dddddd/000000,"Dilation of 1 Cor Art with 4 Drug-elut, Perc Endo Approach",26,true,true,true,true,true,true,false,false
205,Sodium Sulfacetamide and Sulfur,http://dummyimage.com/242x100.png/cc0000/ffffff,Stereotactic Particulate Radiosurgery of Thymus,2,true,true,true,false,true,true,true,false
206,METOPROLOL TARTRATE,http://dummyimage.com/108x100.png/dddddd/000000,"Revision of Autol Sub in Sacrum, Extern Approach",22,false,true,false,true,false,true,false,false
207,"Chelidonium majus, Spongia tosta, Lac defloratum, Fucus vesiculosus, Hepar, Pituitary, Thyroidinum, Iodium,",http://dummyimage.com/231x100.png/ff4444/ffffff,"Reposition Left Lower Femur with Intramed Fix, Perc Approach",3,true,false,true,false,true,true,false,true
208,Zinc oxide,http://dummyimage.com/199x100.png/5fa2dd/ffffff,"Insert Endobronch Valve in L Main Bronc, Perc Endo",20,true,false,true,true,false,false,true,true
209,fluticasone furoate,http://dummyimage.com/124x100.png/5fa2dd/ffffff,"Revision of Monitoring Device in Azygos Vein, Open Approach",27,false,false,false,true,true,false,false,false
210,Quetiapine Fumarate,http://dummyimage.com/115x100.png/5fa2dd/ffffff,"Alteration of R Low Leg with Autol Sub, Perc Endo Approach",1,true,true,false,true,false,false,false,true
211,Furosemide,http://dummyimage.com/227x100.png/5fa2dd/ffffff,"Excision of Carina, Percutaneous Endoscopic Approach",28,true,true,true,false,false,true,true,false
212,zinc oxide,http://dummyimage.com/150x100.png/dddddd/000000,"Insertion of Other Device into R Hand, Perc Endo Approach",26,true,true,false,false,true,true,false,false
213,Couch Quack Grass,http://dummyimage.com/138x100.png/dddddd/000000,"Occlusion of Intracran Vein with Extralum Dev, Open Approach",20,false,true,true,false,false,false,true,false
214,Rosuvastatin calcium,http://dummyimage.com/212x100.png/cc0000/ffffff,"Insertion of Intralum Dev into L Brach Art, Open Approach",28,true,false,false,false,false,false,false,false
215,Dextromethorphan Hydrobromide,http://dummyimage.com/130x100.png/cc0000/ffffff,"Replace of R Great Saphenous with Autol Sub, Open Approach",28,false,true,false,false,false,false,false,true
216,Salicylic Acid,http://dummyimage.com/140x100.png/dddddd/000000,"Excision of Middle Esophagus, Open Approach, Diagnostic",13,false,false,false,false,false,true,true,true
217,arformoterol tartrate,http://dummyimage.com/185x100.png/ff4444/ffffff,"Excision of Brachial Plexus, Perc Endo Approach, Diagn",17,false,false,true,false,false,true,false,true
218,AMMONIUM PHOSPHORICUM,http://dummyimage.com/126x100.png/dddddd/000000,"Removal of Int Fix from L Tarsal, Open Approach",7,true,true,true,true,false,true,false,false
219,SERTRALINE HYDROCHLORIDE,http://dummyimage.com/165x100.png/5fa2dd/ffffff,"Occlusion of R Axilla Vein with Intralum Dev, Perc Approach",21,false,false,true,true,true,false,true,false
220,ALUMINUM CHLOROHYDRATE,http://dummyimage.com/183x100.png/ff4444/ffffff,"Repair Right Sublingual Gland, Percutaneous Approach",9,true,true,false,true,true,true,true,false
221,Naphazoline hydrochloride and Pheniramine Maleate,http://dummyimage.com/165x100.png/ff4444/ffffff,"Drainage of Descend Colon with Drain Dev, Perc Endo Approach",7,true,true,true,true,false,true,false,false
222,Olanzapine,http://dummyimage.com/247x100.png/cc0000/ffffff,"Fusion Cerv Jt w Nonaut Sub, Post Appr P Col, Perc Endo",2,true,true,false,true,true,false,false,true
223,POLYETHYLENE GLYCOL 3350,http://dummyimage.com/124x100.png/ff4444/ffffff,"Revision of Feeding Dev in Low Intest Tract, Perc Approach",22,true,false,false,false,false,false,true,false
224,ALLANTOIN,http://dummyimage.com/137x100.png/5fa2dd/ffffff,Fluoroscopy of Right Forearm,4,true,false,true,true,true,true,false,true
225,Phenol,http://dummyimage.com/179x100.png/cc0000/ffffff,"Division of Right Mandible, Percutaneous Approach",30,false,true,true,true,false,false,false,true
226,Midazolam,http://dummyimage.com/162x100.png/cc0000/ffffff,"Insertion of Feeding Device into Ileum, Perc Approach",15,false,true,true,false,true,false,false,false
227,CONIUM MACULATUM,http://dummyimage.com/208x100.png/5fa2dd/ffffff,Fluoroscopy of Bladder and Urethra using H Osm Contrast,17,true,true,false,false,false,false,true,true
228,"Redtop Grass, Standardized",http://dummyimage.com/241x100.png/dddddd/000000,"Bypass L Fem Art to Post Tib Art w Autol Vn, Perc Endo",8,true,false,true,true,true,true,false,false
229,Zonisamide,http://dummyimage.com/170x100.png/ff4444/ffffff,"Revision of Synth Sub in L Acetabulum, Extern Approach",27,true,true,true,false,true,false,true,true
230,Aspirin,http://dummyimage.com/236x100.png/ff4444/ffffff,"Revision of Nonaut Sub in L Ulna, Extern Approach",4,true,false,false,false,false,true,true,false
231,TOXICODENDRON RADICANS LEAF,http://dummyimage.com/128x100.png/cc0000/ffffff,"Repair Left Ureter, Endo",5,true,false,true,false,true,false,false,true
232,Firebush/Burning Bush,http://dummyimage.com/106x100.png/5fa2dd/ffffff,Stereotactic Gamma Beam Radiosurgery of Axillary Lymphatics,26,false,false,true,false,false,false,false,true
233,ALCOHOL,http://dummyimage.com/180x100.png/5fa2dd/ffffff,"Revision of Autol Sub in L Clavicle, Open Approach",30,false,true,false,false,true,false,true,true
234,Salicylic Acid,http://dummyimage.com/153x100.png/cc0000/ffffff,"Extirpation of Matter from R Renal Art, Perc Endo Approach",2,false,true,true,false,true,true,true,false
235,"AVOBENZONE, OCTOCRYLENE, OXYBENZONE",http://dummyimage.com/118x100.png/dddddd/000000,Fluoroscopy of Left Hand/Finger Joint using H Osm Contrast,4,false,true,true,true,true,false,true,true
236,Propoxyphene Napsylate and Acetaminophen,http://dummyimage.com/204x100.png/cc0000/ffffff,"Division of Phrenic Nerve, Percutaneous Approach",17,true,false,false,true,true,false,false,false
237,Quetiapine fumarate,http://dummyimage.com/116x100.png/5fa2dd/ffffff,"Release Left External Iliac Artery, Open Approach",6,false,false,false,true,false,true,true,true
238,acetic acid,http://dummyimage.com/148x100.png/cc0000/ffffff,"Insertion of Spacer into Left Knee Joint, Perc Endo Approach",15,false,false,false,true,false,false,false,false
239,oxandrolone,http://dummyimage.com/248x100.png/ff4444/ffffff,"Dilation of Right Ventricle, Perc Endo Approach",23,false,false,true,false,true,true,true,true
240,Loperamide HCl,http://dummyimage.com/114x100.png/dddddd/000000,"Extraction of L Abd Bursa/Lig, Perc Endo Approach",22,false,false,true,false,false,true,false,false
241,OXYGEN,http://dummyimage.com/167x100.png/ff4444/ffffff,"Occlusion of Cystic Duct, Open Approach",27,false,true,true,false,false,false,true,false
242,Carbamazepine,http://dummyimage.com/192x100.png/5fa2dd/ffffff,"Detachment at Left Index Finger, Mid, Open Approach",28,false,true,false,false,true,true,false,false
243,POVIDONE-IODINE,http://dummyimage.com/145x100.png/ff4444/ffffff,"Dilation of L Ext Carotid with 3 Intralum Dev, Open Approach",7,true,false,false,true,true,false,true,false
244,"avobenzone, octinoxate",http://dummyimage.com/150x100.png/cc0000/ffffff,"Drainage of Left Kidney Pelvis, Via Opening",22,false,true,false,true,false,false,true,true
245,Ranitidine Hydrochloride,http://dummyimage.com/237x100.png/5fa2dd/ffffff,"Supplement L Popl Art with Synth Sub, Perc Approach",23,true,false,true,true,false,false,false,false
246,"Elm, Chinese Ulmus parvifolia",http://dummyimage.com/250x100.png/ff4444/ffffff,"Drainage of Right Renal Vein, Percutaneous Approach, Diagn",1,true,true,false,false,true,false,true,true
247,Aluminum zirconium tetrachlorohydrex gly,http://dummyimage.com/229x100.png/5fa2dd/ffffff,"Monitoring of Gastrointestinal Motility, Via Opening",23,true,false,true,false,true,false,false,false
248,Amlodipine besylate,http://dummyimage.com/103x100.png/ff4444/ffffff,"Revision of Monitoring Device in Bladder, Endo",1,true,true,false,false,false,true,false,false
